Year,Dist Name,Crops,Area,Production,Irrigation,Precipitation,Temperature (MAX),Temperature (MIN)
2000,Bareilly,Chickpea,0.11332868530700327,916.67,0.009950330853168092,3.4765256973291168,28.48714285714286,14.441428571428572
2001,Bareilly,Chickpea,0.12221763272424911,1000.0,0.009950330853168092,1.8645230006111995,28.701428571428576,14.638571428571428
2002,Bareilly,Chickpea,0.06765864847381486,1000.0,0.009950330853168092,2.746446398611694,28.88142857142857,15.047142857142855
2003,Bareilly,Chickpea,0.03922071315328133,1000.0,0.0,3.0496115072308942,28.462857142857143,14.7
2004,Bareilly,Chickpea,0.03922071315328133,1000.0,0.0,2.4744954984876837,29.43714285714285,14.605714285714289
2005,Bareilly,Chickpea,0.01980262729617973,1000.0,0.009950330853168092,3.690770522060152,28.41571428571429,14.46714285714286
2006,Bareilly,Chickpea,0.0,0.0,0.0,2.550895012254653,28.602857142857143,15.135714285714286
2007,Bareilly,Chickpea,0.009950330853168092,0.0,0.009950330853168092,3.103625293998499,28.532857142857143,14.88
2008,Bareilly,Chickpea,0.009950330853168092,1000.0,0.0,1.4337230546910014,28.42428571428571,14.51857142857143
2009,Bareilly,Chickpea,0.009950330853168092,1000.0,0.009950330853168092,1.4234525090868237,29.721428571428568,15.36857142857143
2010,Bareilly,Chickpea,0.01980262729617973,1000.0,0.0,3.6495073009227625,29.61142857142857,15.238571428571428
2011,Bareilly,Chickpea,0.01980262729617973,1000.0,0.0,2.6061756658403232,28.304285714285715,14.708571428571426
2012,Bareilly,Chickpea,0.01980262729617973,1000.0,0.0,2.1664380376063623,27.85,14.847142857142856
2013,Bareilly,Chickpea,0.01980262729617973,500.0,0.0,3.0389285899969325,27.74142857142857,14.104285714285718
2014,Bareilly,Chickpea,0.0,0.0,0.0,3.417726683613366,27.27285714285714,14.40857142857143
2015,Bareilly,Chickpea,0.0,0.0,0.01980262729617973,3.7632909516277464,27.73999999999999,14.48142857142857
2016,Bareilly,Chickpea,0.009950330853168092,1166.67,0.01980262729617973,1.7814686042092327,27.88,14.88521978021978
2017,Bareilly,Chickpea,0.01980262729617973,1052.63,0.01980262729617973,2.3609887629267288,27.78,14.460669515669514
1990,Allahabad,Chickpea,4.128745988939433,912.11,1.0438040521731147,2.4338639505652746,29.988571428571426,15.074285714285711
1991,Allahabad,Chickpea,3.9804290380922063,943.85,0.9707789171582247,2.3741080943346224,30.07857142857143,14.985714285714284
1992,Allahabad,Chickpea,3.9970991777832654,1072.79,0.9555114450274363,1.9471338897750299,29.948571428571427,14.791428571428572
1993,Allahabad,Chickpea,3.8323302365188976,970.56,0.9631743177730056,2.280339484046726,29.69,15.088571428571427
1994,Allahabad,Chickpea,3.9787466374710543,1355.39,1.0885619528146082,2.2445018819130214,30.434285714285718,15.178571428571429
1995,Allahabad,Chickpea,3.972741740462852,889.12,1.0750024230289759,2.4404819431282085,29.544285714285717,14.774285714285714
1996,Allahabad,Chickpea,3.9621456148313565,859.61,1.0367368849500223,2.731952722326219,30.624285714285715,15.784285714285714
1997,Allahabad,Chickpea,3.9193957597575593,1137.94,0.5596157879354227,2.8471493980301963,29.875714285714288,14.331428571428573
1998,Allahabad,Chickpea,4.038303171338476,1015.97,0.5007752879124892,2.655854243797945,29.17571428571428,15.08
1999,Allahabad,Chickpea,4.029628247502409,868.39,0.5187937934151676,2.0911583453470572,31.167142857142856,15.618571428571428
2000,Allahabad,Chickpea,4.044804116661965,922.99,0.5007752879124892,2.1728017696150816,30.610000000000003,15.874285714285715
2001,Allahabad,Chickpea,3.6389010843076948,911.47,0.12221763272424911,1.4309945400377975,30.99142857142857,15.358571428571429
2002,Allahabad,Chickpea,3.643358938812127,908.92,0.25464221837358075,2.8150664880709777,31.294285714285717,15.885714285714286
2003,Allahabad,Chickpea,3.561897992353146,1035.35,0.23111172096338664,3.06931459737475,31.012857142857147,15.481428571428571
2004,Allahabad,Chickpea,3.4094961844768505,989.74,0.06765864847381486,1.92216096884365,31.45571428571429,15.691428571428572
2005,Allahabad,Chickpea,3.4989288701554906,1095.07,0.02955880224154443,2.2651798736911775,30.44142857142857,16.154285714285713
2006,Allahabad,Chickpea,3.4307561839036995,970.9,0.08617769624105241,2.528581713290662,30.80428571428572,15.36285714285714
2007,Allahabad,Chickpea,3.40552135314221,981.12,0.03922071315328133,2.6083877065590215,30.484285714285715,15.661428571428573
2008,Allahabad,Chickpea,3.3826939100975957,1097.72,0.06765864847381486,1.2717649552363688,30.52142857142857,15.817142857142857
2009,Allahabad,Chickpea,3.3874364664121184,765.65,0.04879016416943204,0.9900721200929037,32.098571428571425,16.117142857142856
2010,Allahabad,Chickpea,3.3655702040190043,1045.8,0.03922071315328133,2.247223383441575,31.55,15.575714285714286
2011,Allahabad,Chickpea,3.367640598133313,1173.87,0.08617769624105241,1.4095922733447126,30.44142857142857,16.04285714285714
2012,Allahabad,Chickpea,3.386083743852107,1059.19,0.04879016416943204,2.322107569006701,30.43285714285715,15.437142857142858
2013,Allahabad,Chickpea,3.1982648709640764,591.32,0.058268908123975824,2.229246055903201,30.33857142857143,14.781428571428572
2014,Allahabad,Chickpea,3.441379171294987,280.85,0.04879016416943204,3.165053018170694,29.65428571428572,14.821428571428571
2015,Allahabad,Chickpea,3.0086484988205373,592.94,0.32930374714260047,3.063924824870173,29.641428571428573,14.785714285714286
2016,Allahabad,Chickpea,3.3666059368925363,1019.34,0.3220834991691132,2.1924512985835616,30.01254,15.460494505494507
2017,Allahabad,Chickpea,2.9210087273580543,1384.22,0.22314355131420976,1.8421356765531218,29.86,15.370970695970698
1990,Varanasi,Chickpea,2.871868286331605,1158.37,1.0681530811834012,2.4469739956193504,29.69714285714286,15.6
1991,Varanasi,Chickpea,2.8724340572094973,1168.47,1.0750024230289759,2.505059355855478,30.027142857142856,15.518571428571429
1992,Varanasi,Chickpea,2.797281334830153,981.82,0.9895411936137477,1.8868531753872007,29.898571428571422,15.16142857142857
1993,Varanasi,Chickpea,2.6525374911719513,1476.88,0.9202827531436925,2.15772446007388,29.62,15.422857142857142
1994,Varanasi,Chickpea,2.6993457604720636,1080.75,0.9242589015233319,2.5079719227189963,30.29142857142857,15.681428571428572
1995,Varanasi,Chickpea,2.7868613815264998,725.54,0.7839015438284094,2.537770139345068,29.64428571428572,15.295714285714284
1996,Varanasi,Chickpea,2.4832385926873033,1342.44,0.5247285289349821,2.7016488034245647,30.525714285714287,16.075714285714287
1997,Varanasi,Chickpea,2.196112848483529,806.01,0.3852624007906449,2.9044781425652983,29.798571428571428,14.932857142857143
1998,Varanasi,Chickpea,2.1644717908644115,856.03,0.2700271372130602,2.5384474167160302,29.22,15.47857142857143
1999,Varanasi,Chickpea,2.21375387928743,1093.25,0.3148107398400336,2.3573438044531727,31.27285714285714,16.285714285714285
2000,Varanasi,Chickpea,2.1972245773362196,905.0,0.3148107398400336,2.1417454250159906,30.224285714285717,16.557142857142857
2001,Varanasi,Chickpea,2.038619547159581,1047.9,0.28517894223366247,1.5566397268671295,30.94857142857143,15.868571428571428
2002,Varanasi,Chickpea,1.9947003132247452,806.3,0.17395330712343798,2.75019703192488,31.168571428571425,16.405714285714286
2003,Varanasi,Chickpea,1.890095369948917,1341.64,0.1823215567939546,3.01777329014515,30.822857142857146,15.917142857142856
2004,Varanasi,Chickpea,2.3135250330323798,1071.35,0.1310282624064042,2.270504542387561,31.238571428571426,16.34
2005,Varanasi,Chickpea,1.747459210331475,909.28,0.1310282624064042,2.4312295640451733,30.435714285714287,16.678571428571427
2006,Varanasi,Chickpea,1.780024213009634,801.22,0.10436001532424286,2.473050933411631,30.90571428571429,15.934285714285716
2007,Varanasi,Chickpea,1.7526720805200082,813.42,0.0769610411361284,2.523440313790243,30.528571428571432,16.23142857142857
2008,Varanasi,Chickpea,1.742219023667919,1027.6,0.11332868530700327,1.759826422125046,30.53142857142857,16.421428571428574
2009,Varanasi,Chickpea,1.776645831418007,904.28,0.08617769624105241,1.039771788645176,31.95,16.62
2010,Varanasi,Chickpea,1.7613002617433464,958.51,0.13976194237515863,2.170685022101607,31.60857142857143,16.162857142857142
2011,Varanasi,Chickpea,1.7509374747078,1210.08,0.11332868530700327,1.6990174175294401,30.50428571428572,16.55
2012,Varanasi,Chickpea,1.7316555451583497,1139.78,0.1310282624064042,2.5624186854832227,30.398571428571422,15.968571428571428
2013,Varanasi,Chickpea,1.57069708411767,939.63,0.09531017980432493,2.0559535603726222,30.31428571428572,15.162857142857144
2014,Varanasi,Chickpea,1.6448050562713916,665.07,0.11332868530700327,3.1991977612422167,29.527142857142856,15.458571428571428
2015,Varanasi,Chickpea,1.6900958154515549,1000.0,0.19885085874516517,2.7544793035137123,29.185714285714283,15.29142857142857
2016,Varanasi,Chickpea,1.7681496035889213,1392.39,0.19885085874516517,2.431731887300744,30.85721,15.707472527472529
2017,Varanasi,Chickpea,1.5238800240724537,1372.56,0.11332868530700327,1.9923652275168984,30.12458,15.878848188848186
1990,Lucknow,Chickpea,2.0592388343623163,654.97,0.22314355131420976,2.613739521630969,28.930000000000003,13.698571428571428
1991,Lucknow,Chickpea,2.0320878452963655,930.62,0.26236426446749106,2.569444732610414,28.799999999999997,14.27
1992,Lucknow,Chickpea,1.925707441737794,1105.8,0.16551443847757333,2.432861192897896,28.690000000000005,13.921428571428573
1993,Lucknow,Chickpea,1.7173950539391927,818.38,0.1823215567939546,2.824096279385713,28.60428571428572,14.321428571428571
1994,Lucknow,Chickpea,1.7457155307266483,1128.96,0.23901690047049992,2.234000301496434,29.455714285714286,14.179999999999998
1995,Lucknow,Chickpea,1.7526720805200082,649.9,0.1823215567939546,2.6094393419488218,28.47428571428572,14.70142857142857
1996,Lucknow,Chickpea,1.673351238177753,916.86,0.2151113796169455,2.6181254935742233,29.544285714285717,14.504285714285714
1997,Lucknow,Chickpea,1.6154199841116479,811.41,0.09531017980432493,3.3670494942295934,28.90142857142857,14.794285714285715
1998,Lucknow,Chickpea,1.501852701754163,750.72,0.12221763272424911,3.198381529853616,27.795714285714286,14.215714285714284
1999,Lucknow,Chickpea,1.3987168811184478,908.2,0.0769610411361284,2.99558940620608,29.947142857142858,14.517142857142858
2000,Lucknow,Chickpea,1.3190856114264407,948.91,0.06765864847381486,3.095577608523707,29.728571428571428,15.215714285714286
2001,Lucknow,Chickpea,1.247032293786383,939.52,0.058268908123975824,1.5331737712639133,29.987142857142853,15.002857142857144
2002,Lucknow,Chickpea,1.2029723039923526,914.16,0.058268908123975824,3.121798370067242,30.214285714285715,15.1
2003,Lucknow,Chickpea,1.172482137234565,869.96,0.06765864847381486,3.360623372264064,29.86571428571429,15.315714285714288
2004,Lucknow,Chickpea,1.1505720275988207,972.22,0.0769610411361284,2.196748273445338,30.697142857142858,14.724285714285712
2005,Lucknow,Chickpea,1.1118575154181303,1147.06,0.04879016416943204,2.854415551706819,29.65571428571428,15.088571428571427
2006,Lucknow,Chickpea,1.0438040521731147,782.61,0.03922071315328133,2.7017446485389334,29.84142857142857,14.962857142857144
2007,Lucknow,Chickpea,0.9042181506398858,993.2,0.01980262729617973,2.68969224405298,29.65571428571429,16.0
2008,Lucknow,Chickpea,0.8586616190375188,1132.35,0.03922071315328133,1.2717649552363686,29.677142857142854,14.674285714285713
2009,Lucknow,Chickpea,0.8372475245337022,854.96,0.02955880224154443,1.3194675094643074,31.09714285714286,15.289999999999996
2010,Lucknow,Chickpea,0.7839015438284094,613.45,0.058268908123975824,3.000790885744851,30.65,15.704285714285714
2011,Lucknow,Chickpea,0.6931471805599453,1080.0,0.009950330853168092,1.9125010869241836,29.538571428571423,15.328571428571433
2012,Lucknow,Chickpea,0.6626879730752367,1180.85,0.009950330853168092,2.337538472257473,29.312857142857144,15.05
2013,Lucknow,Chickpea,0.7747271675523681,478.63,0.009950330853168092,2.4834770569784057,29.115714285714287,14.915714285714284
2014,Lucknow,Chickpea,0.5007752879124892,538.46,0.009950330853168092,3.2640676861692,28.58428571428572,14.484285714285717
2015,Lucknow,Chickpea,0.4824261492442928,500.0,0.009950330853168092,3.513590255084113,28.90142857142857,14.625714285714285
2016,Lucknow,Chickpea,0.6312717768418578,750.85,0.009950330853168092,2.9587718611381364,29.62686813186813,14.884285714285712
2017,Lucknow,Chickpea,0.6575200029167942,942.18,0.009950330853168092,3.5259402682535987,29.45528083028083,14.795978835978834
